analysis	year	estimate	lower_confidence_limit	upper_confidence_limit
250	2013	-0.0196	-0.4616	0.4225
250	2016	-0.0821	-0.4855	0.3213
250	2019	-0.8497	-1.3237	-0.3757
251	2007	-0.224	-0.2946	-0.1535
251	2008	-0.0855	-0.1548	-0.0162
251	2009	-0.0161	-0.0869	0.0548
251	2010	-0.0885	-0.1585	-0.0184
251	2011	0.0058	-0.0652	0.0767
251	2012	0.0729	2e-04	0.1456
251	2013	0.146	0.0743	0.2177
251	2014	0.008	-0.0663	0.0822
251	2015	0.1512	0.079	0.2233
251	2016	0.1731	0.1032	0.2429
251	2017	0.0134	-0.0584	0.0852
251	2018	0.0103	-0.0616	0.0821
251	2019	0.1412	0.0696	0.2128
251	2020	0.0926	0.0195	0.1658
251	2021	-0.0622	-0.1354	0.011
252	2007	-0.6847	-0.8108	-0.5586
252	2008	-0.8256	-0.9609	-0.6903
252	2009	-0.859	-1.009	-0.7089
252	2010	-0.8747	-1.0057	-0.7437
252	2011	-0.8543	-0.9922	-0.7164
252	2012	-0.7788	-0.9254	-0.6323
252	2013	-0.8761	-1.0127	-0.7396
252	2014	-1.0116	-1.1649	-0.8583
252	2015	-0.9007	-1.0439	-0.7576
252	2016	-0.8248	-0.9613	-0.6883
252	2017	-1.1138	-1.2604	-0.9672
252	2018	-1.1017	-1.2503	-0.9531
252	2019	-1.0869	-1.2279	-0.9459
252	2020	-1.0415	-1.1885	-0.8945
252	2021	-1.0746	-1.226	-0.9232
253	2007	0.1647	0.0719	0.2576
253	2010	-0.0482	-0.145	0.0485
253	2013	-0.2807	-0.3791	-0.1824
253	2016	-0.5641	-0.6634	-0.4648
253	2019	-0.8406	-0.9438	-0.7374
254	2007	-0.2955	-0.3468	-0.2442
254	2010	-0.2572	-0.3089	-0.2055
254	2013	-0.1671	-0.2191	-0.1151
254	2016	-0.2084	-0.26	-0.1568
254	2019	-0.167	-0.2194	-0.1146
255	2007	0.4892	0.1728	0.8057
255	2008	0.4564	0.1588	0.7539
255	2009	0.4194	0.1291	0.7097
255	2010	0.4192	0.1381	0.7002
255	2011	0.3743	0.0765	0.6722
255	2012	0.3357	0.0166	0.6547
255	2013	0.3512	0.0508	0.6516
255	2014	0.3685	0.0738	0.6632
255	2015	0.3913	0.1081	0.6745
255	2016	0.4147	0.1366	0.6928
255	2017	0.4574	0.1781	0.7368
255	2018	0.48	0.1991	0.7608
255	2019	0.514	0.2223	0.8057
255	2020	0.527	0.2188	0.8352
255	2021	0.4915	0.1673	0.8158
256	2007	0.4397	0.3758	0.5036
256	2008	0.5651	0.5015	0.6286
256	2009	0.5089	0.4433	0.5746
256	2010	0.5262	0.4623	0.5901
256	2011	0.5647	0.4995	0.6299
256	2012	0.604	0.5372	0.6707
256	2013	0.6576	0.5924	0.7229
256	2014	0.4331	0.3653	0.5008
256	2015	0.5439	0.4779	0.6099
256	2016	0.5175	0.4529	0.5822
256	2017	0.542	0.4764	0.6076
256	2018	0.5545	0.489	0.6201
256	2019	0.5453	0.4794	0.6112
256	2020	0.6282	0.5608	0.6955
256	2021	0.4191	0.3531	0.4851
257	2007	0.284	0.1542	0.4139
257	2010	0.0425	-0.094	0.179
257	2013	-0.0673	-0.2105	0.076
257	2016	-0.1302	-0.2813	0.0208
257	2019	0.2207	0.0791	0.3622
258	2007	-0.7009	-0.942	-0.4599
258	2008	-0.7673	-0.9898	-0.5448
258	2009	-0.7502	-0.9698	-0.5306
258	2010	-0.6523	-0.8548	-0.4499
258	2011	-0.6373	-0.8469	-0.4277
258	2012	-0.608	-0.8068	-0.4092
258	2013	-0.5894	-0.7868	-0.3921
258	2014	-0.5806	-0.7805	-0.3807
258	2015	-0.5229	-0.7188	-0.327
258	2016	-0.4723	-0.6699	-0.2747
258	2017	-0.4361	-0.636	-0.2361
258	2018	-0.4155	-0.617	-0.214
258	2019	-0.4475	-0.6505	-0.2444
258	2020	-0.4685	-0.6687	-0.2683
258	2021	-0.5727	-0.7887	-0.3567
259	2007	0.437	0.1711	0.703
259	2010	0.4109	0.152	0.6698
259	2013	0.4121	0.1579	0.6663
259	2016	0.4489	0.1977	0.7002
259	2019	0.4991	0.2258	0.7725
260	2007	-0.2766	-0.4122	-0.1409
260	2008	-0.3016	-0.4332	-0.17
260	2009	-0.3217	-0.4636	-0.1798
260	2010	-0.2584	-0.3874	-0.1293
260	2011	-0.258	-0.39	-0.126
260	2012	-0.3193	-0.46	-0.1786
260	2013	-0.4236	-0.5536	-0.2936
260	2014	-0.5429	-0.6852	-0.4006
260	2015	-0.5774	-0.7227	-0.432
260	2016	-0.5835	-0.7159	-0.4512
260	2017	-0.5996	-0.7306	-0.4686
260	2018	-0.6221	-0.7676	-0.4766
260	2019	-0.5284	-0.6623	-0.3946
260	2020	-0.4257	-0.5559	-0.2956
260	2021	-0.3467	-0.488	-0.2054
261	2007	-1.1847	-1.3017	-1.0678
261	2010	-1.2229	-1.3427	-1.1032
261	2013	-0.9789	-1.0901	-0.8677
261	2016	-0.8934	-1.0007	-0.7862
261	2019	-0.768	-0.8788	-0.6572
262	2007	-0.0649	-0.3701	0.2404
262	2008	0.2218	-0.0217	0.4654
262	2009	0.4995	0.3023	0.6967
262	2010	0.5534	0.3659	0.7409
262	2011	0.5348	0.2919	0.7776
262	2012	0.7614	0.5443	0.9785
262	2013	0.5357	0.3335	0.7378
262	2014	0.5113	0.2816	0.7409
262	2015	0.0013	-0.2155	0.218
262	2016	0.3617	0.1773	0.5461
262	2017	0.1433	-0.093	0.3797
262	2018	0.9037	0.7149	1.0926
262	2019	0.4737	0.2629	0.6844
262	2020	0.7577	0.5262	0.9891
262	2021	0.4892	0.2632	0.7152
263	2007	-0.7499	-0.9538	-0.546
263	2010	-0.6399	-0.8203	-0.4596
263	2013	-0.5828	-0.7591	-0.4065
263	2016	-0.4901	-0.6692	-0.311
263	2019	-0.5314	-0.7136	-0.3491
264	2007	-1.4965	-1.6333	-1.3598
264	2008	-1.3978	-1.5181	-1.2775
264	2009	-1.4682	-1.5933	-1.3431
264	2010	-1.3882	-1.5057	-1.2707
264	2011	-1.3332	-1.4495	-1.2169
264	2012	-1.2844	-1.4097	-1.1592
264	2013	-1.3133	-1.4361	-1.1905
264	2014	-1.3175	-1.4381	-1.1968
264	2015	-1.322	-1.4475	-1.1966
264	2016	-1.3286	-1.447	-1.2102
264	2017	-1.3343	-1.4544	-1.2142
264	2018	-1.2897	-1.4079	-1.1715
264	2019	-1.1915	-1.3114	-1.0716
264	2020	-1.2318	-1.3567	-1.1069
264	2021	-1.178	-1.3118	-1.0443
265	2007	-0.5138	-0.5933	-0.4343
265	2008	-0.4751	-0.5509	-0.3993
265	2009	-0.4011	-0.479	-0.3233
265	2010	-0.3694	-0.4444	-0.2943
265	2011	-0.4149	-0.493	-0.3368
265	2012	-0.4051	-0.4851	-0.325
265	2013	-0.4368	-0.5147	-0.359
265	2014	-0.3789	-0.4565	-0.3013
265	2015	-0.3863	-0.4652	-0.3074
265	2016	-0.4834	-0.5602	-0.4066
265	2017	-0.4671	-0.5441	-0.39
265	2018	-0.4823	-0.5602	-0.4045
265	2019	-0.4666	-0.5449	-0.3883
265	2020	-0.4007	-0.4797	-0.3216
265	2021	-0.4758	-0.5582	-0.3935
266	2007	-0.8401	-0.9324	-0.7479
266	2010	-0.8731	-0.9661	-0.7801
266	2013	-0.8463	-0.9391	-0.7535
266	2016	-0.8129	-0.9043	-0.7215
266	2019	-0.6538	-0.7465	-0.5611
267	2007	0.036	-0.0156	0.0876
267	2008	0.0627	0.011	0.1144
267	2009	0.0819	0.0284	0.1354
267	2010	0.0503	-0.0019	0.1026
267	2011	0.0055	-0.0487	0.0597
267	2012	0.1027	0.0462	0.1592
267	2013	0.0095	-0.0453	0.0643
267	2014	-0.0128	-0.0689	0.0432
267	2015	0.0381	-0.0178	0.0939
267	2016	-0.0334	-0.0875	0.0206
267	2017	-0.0556	-0.1112	-1e-04
267	2018	-0.1809	-0.2369	-0.1248
267	2019	-0.5391	-0.6007	-0.4775
267	2020	-0.6252	-0.6892	-0.5611
267	2021	-0.5212	-0.5813	-0.461
268	2007	0.8274	0.43	1.2247
268	2010	0.5847	0.2145	0.955
268	2013	0.3646	-0.0204	0.7495
268	2016	0.6371	0.282	0.9923
268	2019	0.9173	0.5634	1.2712
269	2007	0.4539	0.2733	0.6345
269	2010	0.4904	0.3259	0.6549
269	2013	0.432	0.2737	0.5902
269	2016	0.6072	0.4651	0.7493
269	2019	0.6484	0.4972	0.7997
270	2007	-0.6513	-0.8599	-0.4427
270	2008	-0.5652	-0.7568	-0.3736
270	2009	-0.6932	-0.8904	-0.496
270	2010	-0.7922	-0.9851	-0.5993
270	2011	-0.9357	-1.1297	-0.7417
270	2012	-0.9579	-1.1601	-0.7556
270	2013	-0.9817	-1.1794	-0.7839
270	2014	-0.9822	-1.1797	-0.7846
270	2015	-1.0654	-1.2701	-0.8606
270	2016	-1.1663	-1.3699	-0.9627
270	2017	-1.2217	-1.4301	-1.0133
270	2018	-1.2004	-1.4128	-0.9879
270	2019	-1.2854	-1.5089	-1.0619
270	2020	-1.241	-1.4688	-1.0132
270	2021	-1.2885	-1.5489	-1.0281
271	2007	-0.9259	-1.0543	-0.7975
271	2010	-0.7944	-0.9124	-0.6765
271	2013	-0.6541	-0.7695	-0.5386
271	2016	-0.5344	-0.6495	-0.4192
271	2019	-0.5477	-0.6685	-0.4269
272	2007	0.4941	0.3188	0.6693
272	2010	0.6103	0.4409	0.7797
272	2013	0.6383	0.4738	0.8028
272	2016	0.6955	0.5326	0.8583
272	2019	0.8087	0.6493	0.9681
273	2007	-1.3705	-1.7038	-1.0372
273	2008	-1.4309	-1.713	-1.1488
273	2009	-1.4594	-1.7177	-1.2012
273	2010	-1.4443	-1.6928	-1.1958
273	2011	-1.3042	-1.5343	-1.0742
273	2012	-1.1765	-1.4034	-0.9495
273	2013	-1.1196	-1.3427	-0.8965
273	2014	-1.0944	-1.3135	-0.8753
273	2015	-1.1297	-1.3512	-0.9081
273	2016	-0.9511	-1.181	-0.7213
273	2017	-0.9139	-1.1517	-0.6761
273	2018	-1.0493	-1.2678	-0.8309
273	2019	-1.2077	-1.4417	-0.9736
273	2020	-1.2341	-1.476	-0.9922
273	2021	-1.1631	-1.4185	-0.9078
274	2007	0.2186	-0.0416	0.4789
274	2010	0.2097	-0.048	0.4673
274	2013	0.0242	-0.2466	0.295
274	2016	-0.0279	-0.3084	0.2525
274	2019	-0.0389	-0.324	0.2462
275	2007	-0.7574	-0.8692	-0.6456
275	2010	-0.8425	-0.9564	-0.7285
275	2013	-0.9308	-1.0482	-0.8133
275	2016	-0.9856	-1.1019	-0.8692
275	2019	-1.0568	-1.1763	-0.9373
276	2007	-0.3342	-0.4003	-0.268
276	2010	-0.3659	-0.4334	-0.2985
276	2013	-0.3794	-0.4471	-0.3117
276	2016	-0.5057	-0.5735	-0.4379
276	2019	-0.5161	-0.5849	-0.4473
277	2007	-0.9968	-1.5802	-0.4135
277	2008	-1.1486	-1.8026	-0.4947
277	2009	-0.1419	-0.6814	0.3976
277	2010	-0.3918	-0.8811	0.0976
277	2011	0.3531	-0.1506	0.8568
277	2012	-0.155	-0.6599	0.3499
277	2013	0.0204	-0.4782	0.5189
277	2014	-0.792	-1.6739	0.09
277	2015	-1.6288	-2.3791	-0.8785
277	2016	-0.9211	-1.4457	-0.3966
277	2017	-0.9439	-1.7846	-0.1032
277	2018	-0.9911	-1.5358	-0.4465
277	2019	-0.2451	-0.774	0.2839
277	2020	-0.6472	-1.4749	0.1805
277	2021	-0.9296	-1.501	-0.3583
278	2007	-0.7327	-0.9222	-0.5433
278	2010	-0.5816	-0.7541	-0.4091
278	2013	-0.5966	-0.7722	-0.421
278	2016	-0.4928	-0.667	-0.3185
278	2019	-0.3086	-0.4884	-0.1288
279	2007	-0.7472	-1.0375	-0.4569
279	2010	-0.7402	-1.0154	-0.465
279	2013	-0.776	-1.0502	-0.5019
279	2016	-0.781	-1.0548	-0.5071
279	2019	-0.7681	-1.0568	-0.4795
280	2007	0.2249	0.1261	0.3238
280	2010	0.1801	0.0844	0.2757
280	2013	0.0959	4e-04	0.1915
280	2016	0.0374	-0.0583	0.1331
280	2019	-0.0777	-0.1833	0.028
281	2007	-0.7698	-1.0719	-0.4677
281	2008	-0.7744	-1.0506	-0.4983
281	2009	-0.7523	-1.0204	-0.4843
281	2010	-0.7592	-1.0199	-0.4985
281	2011	-0.7474	-1.0092	-0.4856
281	2012	-0.7552	-1.0224	-0.4879
281	2013	-0.7242	-0.9865	-0.4619
281	2014	-0.7044	-0.9663	-0.4424
281	2015	-0.7682	-1.037	-0.4994
281	2016	-0.8008	-1.0707	-0.531
281	2017	-0.7739	-1.0369	-0.5108
281	2018	-0.7512	-1.0168	-0.4857
281	2019	-0.7851	-1.0602	-0.51
281	2020	-0.7537	-1.0395	-0.4678
281	2021	-0.7897	-1.0959	-0.4836
282	2007	-1.4795	-1.6876	-1.2714
282	2010	-1.2411	-1.4298	-1.0524
282	2013	-1.1095	-1.2918	-0.9271
282	2016	-1.3707	-1.5649	-1.1766
282	2019	-1.2398	-1.4316	-1.0481
283	2007	-1.1272	-1.3131	-0.9412
283	2010	-1.1585	-1.3442	-0.9728
283	2013	-1.1226	-1.3085	-0.9366
283	2016	-0.9945	-1.1699	-0.8191
283	2019	-0.8621	-1.0421	-0.6821
284	2007	-0.4776	-0.5938	-0.3613
284	2010	-0.5023	-0.6145	-0.3902
284	2013	-0.5596	-0.6738	-0.4453
284	2016	-0.6056	-0.7225	-0.4887
284	2019	-0.6427	-0.7698	-0.5155
285	2007	-0.4376	-1.0044	0.1291
285	2008	-0.3058	-0.7633	0.1516
285	2009	-0.2513	-0.6833	0.1807
285	2010	-0.0918	-0.4703	0.2868
285	2011	-0.0846	-0.4594	0.2903
285	2012	0.0471	-0.2948	0.3889
285	2013	0.1196	-0.2342	0.4734
285	2014	0.1284	-0.2678	0.5247
285	2015	0.3856	0.0433	0.7278
285	2016	0.5333	0.1961	0.8704
285	2017	0.5588	0.2704	0.8473
285	2018	0.4008	0.0972	0.7044
285	2019	0.4195	0.1043	0.7347
285	2020	0.432	0.126	0.7381
285	2021	0.4396	0.1001	0.7791
286	2007	-0.1618	-0.5944	0.2708
286	2008	-0.1784	-0.6286	0.2719
286	2009	0.0959	-0.3253	0.5171
286	2010	-0.2801	-0.7107	0.1504
286	2011	0.4896	0.0431	0.9361
286	2012	0.0718	-0.3895	0.5331
286	2013	-0.0636	-0.4733	0.3462
286	2014	-0.0139	-0.4284	0.4006
286	2015	-0.1771	-0.6251	0.2709
286	2016	-0.0338	-0.4095	0.342
286	2017	-0.0555	-0.4615	0.3505
286	2018	-0.11	-0.5286	0.3086
286	2019	-0.4535	-0.9077	6e-04
286	2020	-0.6897	-1.1107	-0.2686
286	2021	-0.4816	-0.9142	-0.049
287	2007	-1.1928	-1.2588	-1.1267
287	2010	-1.2707	-1.3389	-1.2025
287	2013	-1.234	-1.3008	-1.1671
287	2016	-1.2861	-1.3515	-1.2206
287	2019	-1.2958	-1.3662	-1.2253
288	2007	-0.595	-0.7839	-0.4061
288	2008	-0.7676	-0.9335	-0.6017
288	2009	-0.7514	-0.9281	-0.5747
288	2010	-0.6181	-0.7821	-0.4541
288	2011	-0.5579	-0.7057	-0.41
288	2012	-0.6336	-0.7993	-0.4679
288	2013	-0.5212	-0.685	-0.3574
288	2014	-0.5819	-0.7337	-0.4301
288	2015	-0.5554	-0.7229	-0.3879
288	2016	-0.5702	-0.7366	-0.4038
288	2017	-0.5927	-0.7474	-0.4381
288	2018	-0.5624	-0.7357	-0.3892
288	2019	-0.7241	-0.905	-0.5433
288	2020	-0.6399	-0.8154	-0.4644
288	2021	-0.5601	-0.7707	-0.3494
289	2007	0.231	-0.0067	0.4687
289	2008	0.2092	0.0107	0.4077
289	2009	0.1549	-0.0415	0.3513
289	2010	0.0958	-0.097	0.2886
289	2011	0.0149	-0.1947	0.2245
289	2012	0.009	-0.1983	0.2163
289	2013	0.0248	-0.1759	0.2256
289	2014	0.0473	-0.1397	0.2343
289	2015	0.1022	-0.0834	0.2877
289	2016	0.0977	-0.0909	0.2863
289	2017	0.1309	-0.0521	0.314
289	2018	0.108	-0.0804	0.2963
289	2019	0.082	-0.1237	0.2876
289	2020	0.0597	-0.1601	0.2794
289	2021	0.0564	-0.1816	0.2944
290	2007	-0.6603	-0.7301	-0.5906
290	2008	-0.5895	-0.6556	-0.5233
290	2009	-0.6652	-0.7362	-0.5941
290	2010	-0.601	-0.6709	-0.531
290	2011	-0.4947	-0.5623	-0.4271
290	2012	-0.2948	-0.3648	-0.2248
290	2013	-0.6142	-0.6898	-0.5387
290	2014	-0.3973	-0.4661	-0.3284
290	2015	-0.3191	-0.3878	-0.2503
290	2016	-0.371	-0.4381	-0.3039
290	2017	-0.4163	-0.485	-0.3476
290	2018	-0.6217	-0.6922	-0.5512
290	2019	-0.511	-0.5817	-0.4404
290	2020	-0.5533	-0.6301	-0.4765
290	2021	-0.4876	-0.5548	-0.4205
291	2007	0.4314	0.2652	0.5976
291	2008	0.2598	0.0769	0.4427
291	2009	0.0882	-0.1124	0.2888
291	2010	0.0259	-0.1473	0.1991
291	2011	-0.0914	-0.3186	0.1358
291	2012	0.1153	-0.0826	0.3133
291	2013	0.042	-0.1535	0.2376
291	2014	-0.054	-0.2545	0.1465
291	2015	-0.3428	-0.5581	-0.1275
291	2016	-0.509	-0.7379	-0.28
291	2017	-0.2422	-0.4431	-0.0413
291	2018	0.0343	-0.1655	0.234
291	2019	0.0655	-0.1274	0.2583
291	2020	-6e-04	-0.2188	0.2176
291	2021	0.4929	0.3022	0.6837
292	2007	0.0596	0.0201	0.0992
292	2010	0.0512	0.0107	0.0917
292	2013	0.0104	-0.0307	0.0516
292	2016	-0.0833	-0.1242	-0.0424
292	2019	-0.5637	-0.6082	-0.5193
293	2007	-1.5772	-1.6882	-1.4663
293	2010	-1.41	-1.5172	-1.3029
293	2013	-1.5039	-1.6172	-1.3905
293	2016	-1.473	-1.5808	-1.3652
293	2019	-1.2559	-1.3613	-1.1506
294	2007	-0.6253	-0.6723	-0.5783
294	2010	-0.4663	-0.513	-0.4197
294	2013	-0.446	-0.4933	-0.3988
294	2016	-0.4657	-0.5119	-0.4194
294	2019	-0.5054	-0.5534	-0.4573
295	2007	-1.3718	-2.0835	-0.6602
295	2008	-1.2396	-1.7176	-0.7616
295	2009	-1.307	-1.8121	-0.8019
295	2010	-1.4773	-2.0882	-0.8664
295	2011	-1.6959	-2.3566	-1.0352
295	2012	-1.897	-2.4768	-1.3172
295	2013	-2.0564	-2.7086	-1.4042
295	2014	-2.2016	-2.835	-1.5681
295	2015	-2.0986	-2.6935	-1.5037
295	2016	-1.7581	-2.3684	-1.1478
295	2017	-1.6509	-2.1906	-1.1112
295	2018	-1.0467	-1.434	-0.6595
295	2019	-0.4645	-0.9615	0.0326
295	2020	-0.1761	-0.5727	0.2206
295	2021	-0.5092	-0.8783	-0.14
296	2007	-2.381	-2.7337	-2.0282
296	2008	-2.3939	-2.7201	-2.0678
296	2009	-2.3215	-2.6243	-2.0188
296	2010	-2.3163	-2.6137	-2.0189
296	2011	-2.2605	-2.5647	-1.9563
296	2012	-2.2326	-2.5264	-1.9387
296	2013	-2.2395	-2.5264	-1.9527
296	2014	-2.2156	-2.5067	-1.9246
296	2015	-2.2202	-2.5273	-1.913
296	2016	-2.0942	-2.3738	-1.8147
296	2017	-1.9984	-2.2782	-1.7186
296	2018	-1.9675	-2.2448	-1.6903
296	2019	-1.8351	-2.1346	-1.5356
296	2020	-1.9804	-2.2858	-1.6749
296	2021	-1.976	-2.3182	-1.6338
297	2007	-0.4335	-0.5811	-0.2858
297	2008	-0.4612	-0.5962	-0.3261
297	2009	-0.611	-0.7526	-0.4694
297	2010	-0.6858	-0.8253	-0.5463
297	2011	-0.7652	-0.9112	-0.6192
297	2012	-0.8236	-0.9744	-0.6728
297	2013	-0.8222	-0.966	-0.6783
297	2014	-0.8116	-0.9515	-0.6716
297	2015	-0.762	-0.9028	-0.6212
297	2016	-0.8044	-0.9457	-0.663
297	2017	-0.8022	-0.9402	-0.6642
297	2018	-0.7902	-0.9337	-0.6467
297	2019	-0.8257	-0.973	-0.6783
297	2020	-0.8364	-0.9826	-0.6902
297	2021	-0.8656	-1.0279	-0.7032
298	2007	-1.3535	-1.479	-1.2279
298	2008	-1.2118	-1.318	-1.1056
298	2009	-1.1977	-1.3067	-1.0888
298	2010	-1.1757	-1.2851	-1.0664
298	2011	-1.1135	-1.2202	-1.0069
298	2012	-1.0112	-1.124	-0.8983
298	2013	-1.0111	-1.1228	-0.8994
298	2014	-1.0646	-1.1731	-0.956
298	2015	-1.0438	-1.1552	-0.9324
298	2016	-1.0928	-1.2018	-0.9839
298	2017	-1.1004	-1.2085	-0.9924
298	2018	-1.0048	-1.1097	-0.8999
298	2019	-0.8668	-0.9759	-0.7578
298	2020	-0.885	-0.9941	-0.776
298	2021	-0.9794	-1.0945	-0.8644
299	2007	-1.2013	-1.4011	-1.0015
299	2010	-1.17	-1.3582	-0.9817
299	2013	-1.3126	-1.505	-1.1203
299	2016	-1.3123	-1.5022	-1.1223
299	2019	-1.1901	-1.3844	-0.9958
300	2007	0.4951	0.2753	0.715
300	2010	0.7341	0.5461	0.9221
300	2013	0.6318	0.447	0.8166
300	2016	0.634	0.441	0.8269
300	2019	0.8261	0.6196	1.0326
301	2007	0.1525	0.0418	0.2632
301	2008	0.0921	-0.0152	0.1995
301	2009	0.0935	-0.0181	0.2051
301	2010	0.0293	-0.0799	0.1385
301	2011	-0.0589	-0.171	0.0532
301	2012	-0.0545	-0.1707	0.0618
301	2013	-0.0125	-0.1262	0.1011
301	2014	-0.0211	-0.1357	0.0936
301	2015	-0.1151	-0.2326	0.0024
301	2016	-0.1041	-0.2144	0.0063
301	2017	-0.1317	-0.2433	-0.0202
301	2018	-0.2038	-0.3195	-0.0881
301	2019	-0.1181	-0.2329	-0.0033
301	2020	-0.1598	-0.2755	-0.0441
301	2021	-0.1215	-0.2416	-0.0014
302	2007	-1.1823	-1.3055	-1.0592
302	2010	-1.3204	-1.449	-1.1918
302	2013	-1.3416	-1.4713	-1.2118
302	2016	-1.5038	-1.6412	-1.3664
302	2019	-1.3594	-1.4953	-1.2234
303	2007	-0.5989	-0.6954	-0.5023
303	2010	-0.3992	-0.4916	-0.3067
303	2013	-0.4924	-0.5852	-0.3996
303	2016	-0.578	-0.6699	-0.486
303	2019	-0.6419	-0.7422	-0.5417
304	2007	-0.9697	-1.2496	-0.6899
304	2010	-1.1977	-1.4839	-0.9115
304	2013	-1.6344	-1.977	-1.2919
304	2016	-1.6452	-1.9632	-1.3272
304	2019	-1.8031	-2.2371	-1.3691
305	2007	0.4867	0.3795	0.594
305	2010	0.4575	0.349	0.5661
305	2013	0.2602	0.1481	0.3724
305	2016	0.5395	0.4351	0.6439
305	2019	0.5935	0.4857	0.7014
306	2007	1.5608	1.2329	1.8887
306	2008	1.5372	1.2393	1.835
306	2009	1.5442	1.2697	1.8188
306	2010	1.5528	1.2964	1.8092
306	2011	1.5733	1.3309	1.8157
306	2012	1.6066	1.3761	1.8372
306	2013	1.6163	1.3881	1.8445
306	2014	1.6232	1.3924	1.8541
306	2015	1.6015	1.3756	1.8275
306	2016	1.5911	1.3655	1.8167
306	2017	1.5884	1.3616	1.8152
306	2018	1.5898	1.3674	1.8122
306	2019	1.6221	1.3845	1.8597
306	2020	1.6619	1.4071	1.9167
306	2021	1.6724	1.3989	1.9458
307	2007	-0.7088	-0.9373	-0.4803
307	2008	-0.678	-0.8874	-0.4686
307	2009	-0.7929	-1.0256	-0.5601
307	2010	-0.8726	-1.1043	-0.6409
307	2011	-0.7654	-0.982	-0.5487
307	2012	-0.8881	-1.1317	-0.6445
307	2013	-0.9163	-1.1566	-0.676
307	2014	-1.0561	-1.2943	-0.8179
307	2015	-1.1045	-1.3545	-0.8544
307	2016	-1.1656	-1.4033	-0.9279
307	2017	-1.2793	-1.5259	-1.0328
307	2018	-1.3503	-1.616	-1.0846
307	2019	-1.5275	-1.7949	-1.2602
307	2020	-1.7969	-2.1447	-1.4492
307	2021	-1.8316	-2.2351	-1.4281
308	2007	-0.6299	-0.9088	-0.3509
308	2010	-0.6271	-0.9039	-0.3503
308	2013	-0.5899	-0.8689	-0.3109
308	2016	-0.6452	-0.9135	-0.3769
308	2019	-0.7757	-1.1126	-0.4388
309	2007	-0.8203	-0.9003	-0.7402
309	2008	-0.7823	-0.8559	-0.7087
309	2009	-0.6385	-0.7143	-0.5627
309	2010	-0.5568	-0.63	-0.4836
309	2011	-0.465	-0.5367	-0.3932
309	2012	-0.486	-0.5651	-0.4069
309	2013	-0.6297	-0.7114	-0.548
309	2014	-0.4981	-0.5741	-0.422
309	2015	-0.5028	-0.581	-0.4246
309	2016	-0.5027	-0.5778	-0.4276
309	2017	-0.4953	-0.5694	-0.4212
309	2018	-0.389	-0.4624	-0.3157
309	2019	-0.3595	-0.434	-0.2851
309	2020	-0.4114	-0.4884	-0.3345
309	2021	-0.4685	-0.544	-0.3929
310	2007	-0.7558	-1.2401	-0.2715
310	2008	-0.5778	-1.052	-0.1037
310	2009	-0.3841	-0.85	0.0817
310	2010	-0.2739	-0.7333	0.1856
310	2011	0.0529	-0.4007	0.5065
310	2012	0.326	-0.1461	0.7982
310	2013	0.4461	-0.0179	0.9101
310	2014	0.506	0.0342	0.9777
310	2015	0.6328	0.1467	1.1188
310	2016	0.65	0.193	1.1071
310	2017	0.6471	0.1758	1.1183
310	2018	0.5401	0.0566	1.0237
310	2019	0.6545	0.1852	1.1237
310	2020	0.628	0.144	1.1119
310	2021	0.5757	0.0409	1.1104
311	2007	0.3496	0.1377	0.5615
311	2010	0.2263	0.027	0.4255
311	2013	0.2568	0.0583	0.4552
311	2016	0.3091	0.1153	0.503
311	2019	0.3115	0.1067	0.5164
312	2007	0.5107	0.4568	0.5646
312	2010	0.5636	0.5093	0.6179
312	2013	0.5569	0.5023	0.6115
312	2016	0.5402	0.4861	0.5943
312	2019	0.5301	0.4753	0.5849
313	2007	-0.5052	-0.7103	-0.3001
313	2008	-0.5276	-0.7251	-0.3301
313	2009	-0.8055	-0.9962	-0.6148
313	2010	-0.9081	-1.1217	-0.6946
313	2011	-0.8702	-1.0774	-0.6631
313	2012	-0.8485	-1.0415	-0.6555
313	2013	-0.9001	-1.1145	-0.6858
313	2014	-0.7839	-0.9888	-0.579
313	2015	-0.6643	-0.8545	-0.474
313	2016	-0.5849	-0.7734	-0.3964
313	2017	-0.6418	-0.8384	-0.4451
313	2018	-0.7894	-0.9765	-0.6022
313	2019	-0.9263	-1.1296	-0.723
313	2020	-0.9873	-1.2207	-0.7539
313	2021	-0.8929	-1.1339	-0.652
314	2007	-1.8052	-1.9465	-1.6639
314	2008	-1.7969	-1.9318	-1.662
314	2009	-1.7915	-1.9239	-1.659
314	2010	-1.793	-1.9237	-1.6624
314	2011	-1.796	-1.9261	-1.6659
314	2012	-1.7926	-1.9224	-1.6628
314	2013	-1.792	-1.9214	-1.6627
314	2014	-1.7846	-1.9137	-1.6555
314	2015	-1.7793	-1.9089	-1.6497
314	2016	-1.7747	-1.9046	-1.6448
314	2017	-1.776	-1.9067	-1.6453
314	2018	-1.7713	-1.9039	-1.6387
314	2019	-1.7719	-1.9058	-1.638
314	2020	-1.7745	-1.9121	-1.6369
314	2021	-1.7768	-1.9199	-1.6337
315	2007	-1.0839	-1.545	-0.6228
315	2008	-0.9985	-1.4334	-0.5635
315	2009	-1.1686	-1.607	-0.7301
315	2010	-1.1176	-1.5492	-0.6861
315	2011	-0.934	-1.3681	-0.5
315	2012	-0.8253	-1.2538	-0.3968
