analysis	reference	alternative	estimate	lower_confidence_limit	upper_confidence_limit
24	2010	2014	0.0129	-0.4018	0.4276
24	2010	2015	0.0041	-0.4227	0.4309
24	2010	2016	-0.0024	-0.4544	0.4496
24	2010	2017	-0.041	-0.5105	0.4286
24	2010	2018	-0.0815	-0.5508	0.3878
24	2010	2019	-0.1346	-0.6161	0.3469
24	2010	2020	-0.1939	-0.6983	0.3105
24	2010	2021	-0.2723	-0.7826	0.2381
24	2010	2022	-0.2749	-0.8192	0.2694
24	2011	2012	-0.0086	-0.2639	0.2467
24	2011	2013	0.0361	-0.2988	0.3711
24	2011	2014	0.0331	-0.3485	0.4146
24	2011	2015	0.0243	-0.3784	0.427
24	2011	2016	0.0178	-0.4159	0.4515
24	2011	2017	-0.0208	-0.4743	0.4327
24	2011	2018	-0.0613	-0.5168	0.3942
24	2011	2019	-0.1144	-0.584	0.3552
24	2011	2020	-0.1737	-0.6666	0.3192
24	2011	2021	-0.2521	-0.7517	0.2476
24	2011	2022	-0.2547	-0.7899	0.2805
24	2012	2013	0.0448	-0.209	0.2985
24	2012	2014	0.0417	-0.2864	0.3698
24	2012	2015	0.0329	-0.3298	0.3957
24	2012	2016	0.0264	-0.3751	0.4279
24	2012	2017	-0.0121	-0.4378	0.4135
24	2012	2018	-0.0527	-0.4825	0.3771
24	2012	2019	-0.1058	-0.5512	0.3397
24	2012	2020	-0.165	-0.6356	0.3056
24	2012	2021	-0.2434	-0.7213	0.2345
24	2012	2022	-0.2461	-0.7619	0.2698
24	2013	2014	-0.0031	-0.2538	0.2476
24	2013	2015	-0.0119	-0.3324	0.3087
24	2013	2016	-0.0184	-0.3899	0.3532
24	2013	2017	-0.0569	-0.4622	0.3484
24	2013	2018	-0.0975	-0.5143	0.3194
24	2013	2019	-0.1505	-0.5878	0.2868
24	2013	2020	-0.2098	-0.6763	0.2566
24	2013	2021	-0.2882	-0.766	0.1896
24	2013	2022	-0.2909	-0.8054	0.2237
24	2014	2015	-0.0088	-0.2607	0.2431
24	2014	2016	-0.0153	-0.3468	0.3162
24	2014	2017	-0.0538	-0.4313	0.3236
24	2014	2018	-0.0944	-0.493	0.3042
24	2014	2019	-0.1475	-0.5727	0.2778
24	2014	2020	-0.2067	-0.6639	0.2504
24	2014	2021	-0.2851	-0.7574	0.1871
24	2014	2022	-0.2878	-0.7978	0.2222
24	2015	2016	-0.0065	-0.2576	0.2446
24	2015	2017	-0.0451	-0.369	0.2788
24	2015	2018	-0.0856	-0.4437	0.2725
24	2015	2019	-0.1387	-0.5315	0.2541
24	2015	2020	-0.198	-0.6282	0.2323
24	2015	2021	-0.2764	-0.7255	0.1728
24	2015	2022	-0.279	-0.7682	0.2102
24	2016	2017	-0.0386	-0.2886	0.2115
24	2016	2018	-0.0791	-0.3996	0.2415
24	2016	2019	-0.1322	-0.5025	0.2381
24	2016	2020	-0.1915	-0.6087	0.2258
24	2016	2021	-0.2699	-0.7133	0.1735
24	2016	2022	-0.2725	-0.7561	0.211
24	2017	2018	-0.0405	-0.2926	0.2115
24	2017	2019	-0.0936	-0.4256	0.2384
24	2017	2020	-0.1529	-0.5434	0.2377
24	2017	2021	-0.2313	-0.6557	0.1931
24	2017	2022	-0.234	-0.7032	0.2353
24	2018	2019	-0.0531	-0.3061	0.1999
24	2018	2020	-0.1124	-0.4496	0.2249
24	2018	2021	-0.1908	-0.5735	0.1919
24	2018	2022	-0.1934	-0.6288	0.242
24	2019	2020	-0.0593	-0.3137	0.1951
24	2019	2021	-0.1377	-0.4681	0.1928
24	2019	2022	-0.1403	-0.5354	0.2547
24	2020	2021	-0.0784	-0.3366	0.1798
24	2020	2022	-0.081	-0.433	0.2709
24	2021	2022	-0.0027	-0.2678	0.2625
25	2007	2008	-0.0365	-0.2681	0.1951
25	2007	2009	-0.0882	-0.3853	0.209
25	2007	2010	-0.0767	-0.3902	0.2368
25	2007	2011	-0.1513	-0.513	0.2105
25	2007	2012	-0.2224	-0.6243	0.1796
25	2007	2013	-0.1974	-0.5814	0.1866
25	2007	2014	-0.167	-0.5575	0.2234
25	2007	2015	-0.1311	-0.5105	0.2483
25	2007	2016	-0.1034	-0.4763	0.2695
25	2007	2017	-0.0315	-0.4072	0.3442
25	2007	2018	-0.0026	-0.3776	0.3724
25	2007	2019	0.0425	-0.3273	0.4124
25	2007	2020	0.0448	-0.3365	0.426
25	2007	2021	-0.0509	-0.4599	0.3581
25	2007	2022	-0.0976	-0.5447	0.3494
25	2008	2009	-0.0517	-0.2828	0.1795
25	2008	2010	-0.0402	-0.3216	0.2411
25	2008	2011	-0.1148	-0.4486	0.2191
25	2008	2012	-0.1859	-0.5609	0.1891
25	2008	2013	-0.1609	-0.5231	0.2013
25	2008	2014	-0.1305	-0.5026	0.2415
25	2008	2015	-0.0946	-0.4581	0.2688
25	2008	2016	-0.0669	-0.427	0.2931
25	2008	2017	0.005	-0.3623	0.3723
25	2008	2018	0.0339	-0.3337	0.4014
25	2008	2019	0.079	-0.2876	0.4456
25	2008	2020	0.0812	-0.296	0.4584
25	2008	2021	-0.0145	-0.4123	0.3834
25	2008	2022	-0.0612	-0.4957	0.3733
25	2009	2010	0.0114	-0.2155	0.2383
25	2009	2011	-0.0631	-0.3593	0.2331
25	2009	2012	-0.1342	-0.4728	0.2044
25	2009	2013	-0.1092	-0.4439	0.2255
25	2009	2014	-0.0789	-0.4306	0.2729
25	2009	2015	-0.043	-0.3901	0.3042
25	2009	2016	-0.0153	-0.362	0.3314
25	2009	2017	0.0566	-0.3052	0.4185
25	2009	2018	0.0855	-0.2781	0.4491
25	2009	2019	0.1307	-0.2381	0.4994
25	2009	2020	0.1329	-0.2469	0.5127
25	2009	2021	0.0372	-0.3505	0.4249
25	2009	2022	-0.0095	-0.43	0.411
25	2010	2011	-0.0746	-0.3068	0.1576
25	2010	2012	-0.1457	-0.4521	0.1607
25	2010	2013	-0.1207	-0.4293	0.1879
25	2010	2014	-0.0903	-0.4208	0.2402
25	2010	2015	-0.0544	-0.3817	0.2729
25	2010	2016	-0.0267	-0.3537	0.3002
25	2010	2017	0.0452	-0.2942	0.3845
25	2010	2018	0.0741	-0.2681	0.4162
25	2010	2019	0.1192	-0.2249	0.4633
25	2010	2020	0.1214	-0.2345	0.4774
25	2010	2021	0.0257	-0.348	0.3995
25	2010	2022	-0.021	-0.4315	0.3896
25	2011	2012	-0.0711	-0.3067	0.1646
25	2011	2013	-0.0461	-0.3273	0.2351
25	2011	2014	-0.0158	-0.3372	0.3057
25	2011	2015	0.0201	-0.3107	0.351
25	2011	2016	0.0478	-0.2887	0.3843
25	2011	2017	0.1198	-0.2396	0.4791
25	2011	2018	0.1486	-0.2176	0.5149
25	2011	2019	0.1938	-0.1833	0.5709
25	2011	2020	0.196	-0.1928	0.5849
25	2011	2021	0.1003	-0.287	0.4875
25	2011	2022	0.0536	-0.3625	0.4696
25	2012	2013	0.0249	-0.2048	0.2546
25	2012	2014	0.0553	-0.2453	0.3558
25	2012	2015	0.0912	-0.2362	0.4186
25	2012	2016	0.1189	-0.2234	0.4611
25	2012	2017	0.1909	-0.1881	0.5698
25	2012	2018	0.2197	-0.1693	0.6088
25	2012	2019	0.2649	-0.1421	0.6719
25	2012	2020	0.2671	-0.1521	0.6863
25	2012	2021	0.1713	-0.2286	0.5713
25	2012	2022	0.1246	-0.2958	0.5449
25	2013	2014	0.0303	-0.197	0.2577
25	2013	2015	0.0663	-0.2131	0.3456
25	2013	2016	0.0939	-0.2103	0.3982
25	2013	2017	0.1659	-0.1777	0.5095
25	2013	2018	0.1948	-0.161	0.5506
25	2013	2019	0.24	-0.1326	0.6125
25	2013	2020	0.2422	-0.1448	0.6291
25	2013	2021	0.1464	-0.2306	0.5234
25	2013	2022	0.0997	-0.3033	0.5026
25	2014	2015	0.0359	-0.1912	0.263
25	2014	2016	0.0636	-0.2205	0.3476
25	2014	2017	0.1356	-0.1932	0.4643
25	2014	2018	0.1644	-0.1807	0.5095
25	2014	2019	0.2096	-0.1532	0.5724
25	2014	2020	0.2118	-0.1658	0.5895
25	2014	2021	0.116	-0.2618	0.4939
25	2014	2022	0.0693	-0.339	0.4777
25	2015	2016	0.0277	-0.1954	0.2507
25	2015	2017	0.0996	-0.19	0.3893
25	2015	2018	0.1285	-0.1864	0.4434
25	2015	2019	0.1737	-0.1621	0.5095
25	2015	2020	0.1759	-0.1769	0.5287
25	2015	2021	0.0801	-0.2829	0.4432
25	2015	2022	0.0334	-0.3649	0.4318
25	2016	2017	0.072	-0.1567	0.3006
25	2016	2018	0.1008	-0.1803	0.382
25	2016	2019	0.146	-0.1652	0.4572
25	2016	2020	0.1482	-0.1852	0.4817
25	2016	2021	0.0525	-0.2984	0.4033
25	2016	2022	0.0058	-0.3825	0.3941
25	2017	2018	0.0289	-0.1953	0.253
25	2017	2019	0.0741	-0.2047	0.3528
25	2017	2020	0.0763	-0.2346	0.3871
25	2017	2021	-0.0194	-0.3689	0.33
25	2017	2022	-0.0662	-0.4605	0.3282
25	2018	2019	0.0452	-0.1783	0.2686
25	2018	2020	0.0474	-0.2346	0.3294
25	2018	2021	-0.0483	-0.3776	0.2809
25	2018	2022	-0.0951	-0.4742	0.284
25	2019	2020	0.0022	-0.2182	0.2227
25	2019	2021	-0.0936	-0.3932	0.2061
25	2019	2022	-0.1403	-0.5001	0.2195
25	2020	2021	-0.0958	-0.3413	0.1496
25	2020	2022	-0.1426	-0.474	0.1888
25	2021	2022	-0.0467	-0.288	0.1945
26	2007	2008	-0.0599	-0.3021	0.1823
26	2007	2009	-0.0792	-0.3804	0.2219
26	2007	2010	0.0313	-0.2637	0.3263
26	2007	2011	-0.106	-0.427	0.2149
26	2007	2012	-0.116	-0.4324	0.2003
26	2007	2013	-0.1869	-0.5024	0.1287
26	2007	2014	-0.2413	-0.5603	0.0778
26	2007	2015	-0.2771	-0.6058	0.0517
26	2007	2016	-0.3019	-0.6289	0.0251
26	2007	2017	-0.1967	-0.4979	0.1046
26	2007	2018	-0.1466	-0.4628	0.1696
26	2007	2019	-0.0752	-0.3867	0.2363
26	2007	2020	0.0189	-0.2863	0.3242
26	2007	2021	-0.0449	-0.3637	0.2738
26	2007	2022	-0.1755	-0.5334	0.1824
26	2008	2009	-0.0193	-0.2535	0.2148
26	2008	2010	0.0912	-0.1732	0.3556
26	2008	2011	-0.0461	-0.3297	0.2375
26	2008	2012	-0.0562	-0.3437	0.2314
26	2008	2013	-0.127	-0.4153	0.1614
26	2008	2014	-0.1814	-0.4647	0.1019
26	2008	2015	-0.2172	-0.5119	0.0776
26	2008	2016	-0.242	-0.5375	0.0535
26	2008	2017	-0.1368	-0.4071	0.1336
26	2008	2018	-0.0867	-0.3719	0.1984
26	2008	2019	-0.0153	-0.3004	0.2699
26	2008	2020	0.0788	-0.1966	0.3542
26	2008	2021	0.015	-0.2744	0.3043
26	2008	2022	-0.1156	-0.4451	0.2139
26	2009	2010	0.1105	-0.1328	0.3539
26	2009	2011	-0.0268	-0.3097	0.2561
26	2009	2012	-0.0368	-0.3282	0.2546
26	2009	2013	-0.1076	-0.4045	0.1892
26	2009	2014	-0.1621	-0.4596	0.1355
26	2009	2015	-0.1978	-0.4992	0.1035
26	2009	2016	-0.2227	-0.5258	0.0804
26	2009	2017	-0.1174	-0.406	0.1711
26	2009	2018	-0.0674	-0.3602	0.2254
26	2009	2019	0.0041	-0.2922	0.3004
26	2009	2020	0.0981	-0.1973	0.3936
26	2009	2021	0.0343	-0.2619	0.3305
26	2009	2022	-0.0963	-0.4281	0.2356
26	2010	2011	-0.1373	-0.3777	0.103
26	2010	2012	-0.1473	-0.4103	0.1156
26	2010	2013	-0.2182	-0.4938	0.0574
26	2010	2014	-0.2726	-0.5595	0.0144
26	2010	2015	-0.3083	-0.6061	-0.0106
26	2010	2016	-0.3332	-0.6365	-0.0298
26	2010	2017	-0.2279	-0.5052	0.0493
26	2010	2018	-0.1779	-0.4608	0.105
26	2010	2019	-0.1064	-0.3822	0.1693
26	2010	2020	-0.0124	-0.2786	0.2539
26	2010	2021	-0.0762	-0.3554	0.203
26	2010	2022	-0.2068	-0.5382	0.1247
26	2011	2012	-0.01	-0.2431	0.223
26	2011	2013	-0.0809	-0.3536	0.1919
26	2011	2014	-0.1353	-0.4187	0.1481
26	2011	2015	-0.171	-0.4687	0.1266
26	2011	2016	-0.1959	-0.4959	0.1041
26	2011	2017	-0.0906	-0.3735	0.1922
26	2011	2018	-0.0406	-0.334	0.2528
26	2011	2019	0.0309	-0.2622	0.324
26	2011	2020	0.1249	-0.1626	0.4125
26	2011	2021	0.0611	-0.2359	0.3581
26	2011	2022	-0.0695	-0.4017	0.2628
26	2012	2013	-0.0708	-0.3013	0.1597
26	2012	2014	-0.1252	-0.3937	0.1432
26	2012	2015	-0.161	-0.4503	0.1282
26	2012	2016	-0.1859	-0.4847	0.113
26	2012	2017	-0.0806	-0.3598	0.1986
26	2012	2018	-0.0306	-0.3172	0.2561
26	2012	2019	0.0409	-0.2468	0.3286
26	2012	2020	0.135	-0.1447	0.4146
26	2012	2021	0.0711	-0.2167	0.3589
26	2012	2022	-0.0595	-0.3926	0.2737
26	2013	2014	-0.0544	-0.284	0.1751
26	2013	2015	-0.0902	-0.3642	0.1838
26	2013	2016	-0.1151	-0.3991	0.169
26	2013	2017	-0.0098	-0.2858	0.2663
26	2013	2018	0.0402	-0.2468	0.3272
26	2013	2019	0.1117	-0.1709	0.3943
26	2013	2020	0.2058	-0.0774	0.489
26	2013	2021	0.1419	-0.1488	0.4326
26	2013	2022	0.0114	-0.3116	0.3344
26	2014	2015	-0.0358	-0.2676	0.1961
26	2014	2016	-0.0606	-0.3308	0.2096
26	2014	2017	0.0446	-0.2197	0.3089
26	2014	2018	0.0947	-0.1884	0.3777
26	2014	2019	0.1661	-0.1187	0.4509
26	2014	2020	0.2602	-0.0178	0.5382
26	2014	2021	0.1963	-0.0942	0.4869
26	2014	2022	0.0658	-0.2611	0.3927
26	2015	2016	-0.0249	-0.2583	0.2086
26	2015	2017	0.0804	-0.1826	0.3434
26	2015	2018	0.1304	-0.1503	0.4112
26	2015	2019	0.2019	-0.0882	0.492
26	2015	2020	0.296	0.0038	0.5882
26	2015	2021	0.2321	-0.0609	0.5252
26	2015	2022	0.1016	-0.2255	0.4287
26	2016	2017	0.1053	-0.1261	0.3367
26	2016	2018	0.1553	-0.1182	0.4288
26	2016	2019	0.2268	-0.0567	0.5103
26	2016	2020	0.3208	0.0244	0.6173
26	2016	2021	0.257	-0.0414	0.5554
26	2016	2022	0.1264	-0.1918	0.4447
26	2017	2018	0.05	-0.1734	0.2735
26	2017	2019	0.1215	-0.134	0.377
26	2017	2020	0.2156	-0.041	0.4721
26	2017	2021	0.1517	-0.1234	0.4268
26	2017	2022	0.0212	-0.2968	0.3392
26	2018	2019	0.0715	-0.1549	0.2978
26	2018	2020	0.1656	-0.0936	0.4247
26	2018	2021	0.1017	-0.1692	0.3726
26	2018	2022	-0.0289	-0.3466	0.2888
26	2019	2020	0.0941	-0.1311	0.3193
26	2019	2021	0.0302	-0.2334	0.2938
26	2019	2022	-0.1003	-0.4088	0.2081
26	2020	2021	-0.0639	-0.2896	0.1619
26	2020	2022	-0.1944	-0.5021	0.1132
26	2021	2022	-0.1306	-0.385	0.1239
27	2007	2010	-0.053	-0.1734	0.0675
27	2007	2013	-0.0917	-0.2288	0.0454
27	2007	2016	-0.1202	-0.2719	0.0315
27	2007	2019	0.0501	-0.0878	0.1879
27	2007	2022	0.034	-0.1451	0.2132
27	2010	2013	-0.0387	-0.1515	0.0741
27	2010	2016	-0.0673	-0.199	0.0645
27	2010	2019	0.103	-0.0327	0.2388
27	2010	2022	0.087	-0.0861	0.26
27	2013	2016	-0.0286	-0.1413	0.0842
27	2013	2019	0.1417	0.0062	0.2773
27	2013	2022	0.1257	-0.0457	0.297
27	2016	2019	0.1703	0.03	0.3106
27	2016	2022	0.1543	-0.019	0.3275
27	2019	2022	-0.0161	-0.1583	0.1262
28	2007	2008	-0.2213	-0.4799	0.0372
28	2007	2009	-0.1997	-0.5024	0.1031
28	2007	2010	-0.0105	-0.2838	0.2629
28	2007	2011	0.0512	-0.2526	0.3551
28	2007	2012	-0.1012	-0.4104	0.2079
28	2007	2013	0.0467	-0.2311	0.3245
28	2007	2014	-0.0443	-0.346	0.2574
28	2007	2015	-0.1608	-0.4824	0.1609
28	2007	2016	-0.0822	-0.3705	0.2061
28	2007	2017	0.0451	-0.2474	0.3376
28	2007	2018	0.0577	-0.2334	0.3487
28	2007	2019	0.1016	-0.1707	0.3738
28	2007	2020	0.1325	-0.1584	0.4234
28	2007	2021	0.1288	-0.1539	0.4116
28	2007	2022	-0.0767	-0.4062	0.2527
28	2008	2009	0.0217	-0.2106	0.254
28	2008	2010	0.2109	-0.0387	0.4604
28	2008	2011	0.2726	-0.0128	0.5579
28	2008	2012	0.1201	-0.144	0.3842
28	2008	2013	0.268	0.0046	0.5314
28	2008	2014	0.177	-0.091	0.4451
28	2008	2015	0.0605	-0.2134	0.3345
28	2008	2016	0.1391	-0.1163	0.3945
28	2008	2017	0.2664	0.0068	0.526
28	2008	2018	0.279	0.0254	0.5325
28	2008	2019	0.3229	0.0658	0.5799
28	2008	2020	0.3538	0.0895	0.6181
28	2008	2021	0.3502	0.0947	0.6056
28	2008	2022	0.1446	-0.1512	0.4404
28	2009	2010	0.1892	-0.0489	0.4274
28	2009	2011	0.2509	-0.0443	0.5461
28	2009	2012	0.0984	-0.1696	0.3665
28	2009	2013	0.2464	-0.0277	0.5204
28	2009	2014	0.1554	-0.1275	0.4383
28	2009	2015	0.0389	-0.2415	0.3193
28	2009	2016	0.1175	-0.1496	0.3845
28	2009	2017	0.2447	-0.0346	0.5241
28	2009	2018	0.2573	8e-04	0.5139
28	2009	2019	0.3012	0.0298	0.5726
28	2009	2020	0.3321	0.0479	0.6164
28	2009	2021	0.3285	0.0574	0.5996
28	2009	2022	0.1229	-0.1838	0.4297
28	2010	2011	0.0617	-0.1768	0.3001
28	2010	2012	-0.0908	-0.3517	0.1701
28	2010	2013	0.0572	-0.1837	0.298
28	2010	2014	-0.0338	-0.2971	0.2295
28	2010	2015	-0.1503	-0.4269	0.1262
28	2010	2016	-0.0717	-0.323	0.1795
28	2010	2017	0.0555	-0.204	0.3151
28	2010	2018	0.0681	-0.1808	0.3171
28	2010	2019	0.112	-0.1347	0.3587
28	2010	2020	0.1429	-0.1165	0.4024
28	2010	2021	0.1393	-0.1047	0.3833
28	2010	2022	-0.0663	-0.363	0.2305
28	2011	2012	-0.1525	-0.4093	0.1043
28	2011	2013	-0.0045	-0.2695	0.2605
28	2011	2014	-0.0955	-0.3762	0.1852
28	2011	2015	-0.212	-0.523	0.099
28	2011	2016	-0.1334	-0.4206	0.1538
28	2011	2017	-0.0061	-0.2895	0.2772
28	2011	2018	0.0064	-0.2786	0.2915
28	2011	2019	0.0503	-0.2312	0.3318
28	2011	2020	0.0813	-0.199	0.3615
28	2011	2021	0.0776	-0.1989	0.3541
28	2011	2022	-0.128	-0.4613	0.2054
28	2012	2013	0.148	-0.0934	0.3893
28	2012	2014	0.057	-0.2097	0.3237
28	2012	2015	-0.0595	-0.3394	0.2203
28	2012	2016	0.0191	-0.2471	0.2852
28	2012	2017	0.1463	-0.1299	0.4225
28	2012	2018	0.1589	-0.1056	0.4234
28	2012	2019	0.2028	-0.0681	0.4737
28	2012	2020	0.2337	-0.0448	0.5123
28	2012	2021	0.2301	-0.0361	0.4963
28	2012	2022	0.0245	-0.2804	0.3294
28	2013	2014	-0.091	-0.3225	0.1405
28	2013	2015	-0.2075	-0.4832	0.0682
28	2013	2016	-0.1289	-0.3761	0.1183
28	2013	2017	-0.0016	-0.2613	0.258
28	2013	2018	0.011	-0.2469	0.2688
28	2013	2019	0.0549	-0.1922	0.3019
28	2013	2020	0.0858	-0.175	0.3466
28	2013	2021	0.0821	-0.1681	0.3323
28	2013	2022	-0.1234	-0.4229	0.1761
28	2014	2015	-0.1165	-0.3627	0.1297
28	2014	2016	-0.0379	-0.2926	0.2168
28	2014	2017	0.0894	-0.1729	0.3516
28	2014	2018	0.102	-0.1616	0.3655
28	2014	2019	0.1458	-0.1182	0.4099
28	2014	2020	0.1768	-0.0903	0.4438
28	2014	2021	0.1731	-0.0893	0.4355
28	2014	2022	-0.0324	-0.3422	0.2773
28	2015	2016	0.0786	-0.1558	0.313
28	2015	2017	0.2059	-0.0684	0.4802
28	2015	2018	0.2185	-0.0419	0.4788
28	2015	2019	0.2623	-0.0087	0.5334
28	2015	2020	0.2933	0.0082	0.5784
28	2015	2021	0.2896	0.0192	0.56
28	2015	2022	0.084	-0.2216	0.3897
28	2016	2017	0.1273	-0.0993	0.3539
28	2016	2018	0.1399	-0.0993	0.379
28	2016	2019	0.1837	-0.043	0.4105
28	2016	2020	0.2147	-0.0399	0.4693
28	2016	2021	0.211	-0.0336	0.4557
28	2016	2022	0.0055	-0.2747	0.2856
28	2017	2018	0.0126	-0.2138	0.239
28	2017	2019	0.0565	-0.1881	0.3011
28	2017	2020	0.0874	-0.1577	0.3325
28	2017	2021	0.0838	-0.169	0.3365
28	2017	2022	-0.1218	-0.4271	0.1835
28	2018	2019	0.0439	-0.1771	0.2648
28	2018	2020	0.0748	-0.1766	0.3262
28	2018	2021	0.0712	-0.1688	0.3111
28	2018	2022	-0.1344	-0.4274	0.1586
28	2019	2020	0.0309	-0.1943	0.2561
28	2019	2021	0.0273	-0.2109	0.2655
28	2019	2022	-0.1783	-0.4614	0.1048
28	2020	2021	-0.0036	-0.2281	0.2208
28	2020	2022	-0.2092	-0.505	0.0866
28	2021	2022	-0.2056	-0.4576	0.0465
29	2007	2010	0.0676	-0.0991	0.2343
29	2007	2013	0.0844	-0.1178	0.2867
29	2007	2016	0.1438	-0.0945	0.3821
29	2007	2019	0.155	-0.1038	0.4138
29	2007	2022	0.1543	-0.1498	0.4583
29	2010	2013	0.017	-0.136	0.17
29	2010	2016	0.0761	-0.1137	0.2658
29	2010	2019	0.0874	-0.1308	0.3056
29	2010	2022	0.0867	-0.1874	0.3609
29	2013	2016	0.0592	-0.0995	0.2179
29	2013	2019	0.0704	-0.1306	0.2715
29	2013	2022	0.0697	-0.1915	0.3308
29	2016	2019	0.0113	-0.1429	0.1656
29	2016	2022	0.0108	-0.2195	0.241
29	2019	2022	-6e-04	-0.1793	0.1781
30	2007	2008	-0.0177	-0.1185	0.083
30	2007	2009	-0.0775	-0.1911	0.0361
30	2007	2010	-0.1326	-0.2452	-0.0199
30	2007	2011	-0.1555	-0.2738	-0.0372
30	2007	2012	-0.1459	-0.2664	-0.0254
30	2007	2013	-0.2081	-0.3329	-0.0834
30	2007	2014	-0.1085	-0.228	0.0109
30	2007	2015	0.0403	-0.0832	0.1639
30	2007	2016	-0.0894	-0.2027	0.024
30	2007	2017	-0.1005	-0.2181	0.017
30	2007	2018	-0.1773	-0.2969	-0.0577
30	2007	2019	-0.1516	-0.2684	-0.0347
30	2007	2020	-0.0816	-0.2052	0.042
30	2007	2021	-0.2115	-0.3344	-0.0885
30	2007	2022	-0.1325	-0.2643	-7e-04
30	2008	2009	-0.0598	-0.1591	0.0395
30	2008	2010	-0.1148	-0.225	-0.0047
30	2008	2011	-0.1378	-0.2477	-0.0279
30	2008	2012	-0.1282	-0.2437	-0.0127
30	2008	2013	-0.1904	-0.315	-0.0658
30	2008	2014	-0.0908	-0.2023	0.0207
30	2008	2015	0.0581	-0.0587	0.1749
30	2008	2016	-0.0716	-0.1845	0.0412
30	2008	2017	-0.0828	-0.192	0.0264
30	2008	2018	-0.1595	-0.2754	-0.0437
30	2008	2019	-0.1338	-0.2498	-0.0179
30	2008	2020	-0.0639	-0.1789	0.0511
30	2008	2021	-0.1937	-0.3129	-0.0746
30	2008	2022	-0.1148	-0.2461	0.0166
30	2009	2010	-0.0551	-0.1559	0.0457
30	2009	2011	-0.078	-0.1902	0.0341
30	2009	2012	-0.0684	-0.1815	0.0448
30	2009	2013	-0.1306	-0.2539	-0.0073
30	2009	2014	-0.031	-0.1469	0.0848
30	2009	2015	0.1179	-1e-04	0.2358
30	2009	2016	-0.0119	-0.1254	0.1017
30	2009	2017	-0.023	-0.1377	0.0917
30	2009	2018	-0.0998	-0.2127	0.0132
30	2009	2019	-0.074	-0.1913	0.0432
30	2009	2020	-0.0041	-0.1257	0.1175
30	2009	2021	-0.134	-0.2501	-0.0178
30	2009	2022	-0.055	-0.1878	0.0778
30	2010	2011	-0.023	-0.1248	0.0789
30	2010	2012	-0.0133	-0.128	0.1014
30	2010	2013	-0.0756	-0.1941	0.043
30	2010	2014	0.024	-0.0926	0.1407
30	2010	2015	0.1729	0.0473	0.2985
30	2010	2016	0.0432	-0.0683	0.1547
30	2010	2017	0.0321	-0.0847	0.1488
30	2010	2018	-0.0447	-0.1605	0.0711
30	2010	2019	-0.019	-0.1351	0.0971
30	2010	2020	0.051	-0.0743	0.1762
30	2010	2021	-0.0789	-0.1971	0.0393
30	2010	2022	1e-04	-0.1323	0.1324
30	2011	2012	0.0096	-0.0946	0.1138
30	2011	2013	-0.0526	-0.1724	0.0672
30	2011	2014	0.047	-0.0669	0.1609
30	2011	2015	0.1959	0.0704	0.3213
30	2011	2016	0.0662	-0.0495	0.1818
30	2011	2017	0.055	-0.0596	0.1696
30	2011	2018	-0.0218	-0.1395	0.096
30	2011	2019	0.004	-0.1156	0.1236
30	2011	2020	0.0739	-0.0493	0.1971
30	2011	2021	-0.0559	-0.1763	0.0644
30	2011	2022	0.023	-0.1133	0.1594
30	2012	2013	-0.0622	-0.1733	0.0488
30	2012	2014	0.0373	-0.0782	0.1529
30	2012	2015	0.1862	0.0664	0.306
30	2012	2016	0.0565	-0.0609	0.174
30	2012	2017	0.0454	-0.0732	0.164
30	2012	2018	-0.0314	-0.1491	0.0863
30	2012	2019	-0.0057	-0.127	0.1157
30	2012	2020	0.0643	-0.0608	0.1893
30	2012	2021	-0.0656	-0.1871	0.056
30	2012	2022	0.0134	-0.123	0.1498
30	2013	2014	0.0996	-0.0087	0.2078
30	2013	2015	0.2485	0.1107	0.3862
30	2013	2016	0.1188	0.001	0.2365
30	2013	2017	0.1076	-0.0192	0.2344
30	2013	2018	0.0309	-0.0908	0.1525
30	2013	2019	0.0566	-0.0677	0.1809
30	2013	2020	0.1265	-0.0126	0.2656
30	2013	2021	-0.0033	-0.1257	0.119
30	2013	2022	0.0756	-0.0666	0.2179
30	2014	2015	0.1489	0.0368	0.2611
30	2014	2016	0.0192	-0.0932	0.1316
30	2014	2017	0.008	-0.1053	0.1214
30	2014	2018	-0.0687	-0.1861	0.0486
30	2014	2019	-0.043	-0.1625	0.0765
30	2014	2020	0.0269	-0.0957	0.1496
30	2014	2021	-0.1029	-0.2231	0.0172
30	2014	2022	-0.0239	-0.1604	0.1125
30	2015	2016	-0.1297	-0.2412	-0.0182
30	2015	2017	-0.1409	-0.2572	-0.0246
30	2015	2018	-0.2176	-0.3427	-0.0925
30	2015	2019	-0.1919	-0.3175	-0.0663
30	2015	2020	-0.122	-0.2402	-0.0037
30	2015	2021	-0.2518	-0.384	-0.1196
30	2015	2022	-0.1728	-0.3092	-0.0365
30	2016	2017	-0.0111	-0.1132	0.0909
30	2016	2018	-0.0879	-0.1992	0.0234
30	2016	2019	-0.0622	-0.1746	0.0502
30	2016	2020	0.0078	-0.1152	0.1308
30	2016	2021	-0.1221	-0.2387	-0.0055
30	2016	2022	-0.0431	-0.1728	0.0866
30	2017	2018	-0.0768	-0.1807	0.0272
30	2017	2019	-0.051	-0.1654	0.0633
30	2017	2020	0.0189	-0.096	0.1339
30	2017	2021	-0.1109	-0.231	0.0091
30	2017	2022	-0.032	-0.1651	0.1012
